section #,recommendation #,title,status,scoring status,description,rationale statement,remediation procedure,audit procedure,impact statement,CCE-ID,level
1,1.11,Ensure IAM password policy expires passwords within 90 days or less,accepted,scored,IAM password policies can require passwords to be rotated or expired after a given number of days. It is recommended that the password policy expire passwords after 90 days or less.,"Reducing the password lifetime increases account resiliency against brute force login attempts. Additionally, requiring regular password changes help in the following scenarios:
* Passwords can be stolen or compromised sometimes without your knowledge. This can happen via a system compromise, software vulnerability, or internal threat.
</li>* Certain corporate and government web filters or proxy servers have the ability to intercept and record traffic even if it's encrypted. 
* Many people use the same password for many systems such as work, email, and personal.
* Compromised end user workstations might have a keystroke logger.","Perform the following to set the password policy as prescribed:
	Via AWS Console:
* Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
* Go to IAM Service on the AWS Console
* Click on Account Settings on the Left Pane
* Check ""Enable password expiration""
* Set ""Password expiration period (in days):"" to 90 or less
	 Via CLI 
	 aws iam update-account-password-policy --max-password-age 90
	Note: All commands starting with ""aws iam update-account-password-policy"" can be combined into a single command.","Perform the following to ensure the password policy is configured as prescribed:
	Via AWS Console:
* Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
* Go to IAM Service on the AWS Console
* Click on Account Settings on the Left Pane
* Ensure ""Enable password expiration"" is checked
* Ensure ""Password expiration period (in days):"" is set to 90 or less
	Via CLI
	aws iam get-account-password-policy 
Ensure the output of the above command includes ""MaxPasswordAge"": 90 or less",,CCE-78909-9,1
1,1.12,Ensure no root account access key exists,accepted,scored,The root account is the most privileged user in an AWS account. AWS Access Keys provide programmatic access to a given AWS account. It is recommended that all access keys associated with the root account be removed.,"Removing access keys associated with the root account limits vectors by which the account can be compromised. Additionally, removing the root access keys encourages the creation and use of role based accounts that are least privileged.","Perform the following to delete or disable active root access keys being
	Via the AWS Console
* 
	Sign in to the AWS Management Console as Root and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].</li>
* 
	Click on _<Root_Account_Name>_ at the top right and select Security Credentials from the drop down list </li>
* 
	On the pop out screen Click on Continue to Security Credentials</li>* Click on Access Keys _(Access Key ID and Secret Access Key)_
* Under the Status column if there are any Keys which are Active
* Click on Make Inactive - (Temporarily disable Key - may be needed again)
* Click Delete - (Deleted keys cannot be recovered)
</li>","Perform the following to determine if the root account has access keys:
	Via the AWS Console
* Login to the AWS Management Console
* Click Services
* Click IAM
* Click on Credential Report
* This will download an .xls file which contains credential usage for all IAM users within an AWS Account - open this file
* For the <root_account> user, ensure the access_key_1_active and access_key_2_active fields are set to FALSE.
	Via CLI
* Run the following commands:
	aws iam generate-credential-report
aws iam get-credential-report --query 'Content' --output text | base64 -d | cut -d, -f1,9,14 | grep -B1 '<root_account>'</li>* For the <root_account> user, ensure the access_key_1_active and access_key_2_active fields are set to FALSE.",,CCE-78910-7,1
1,1.13,"Ensure MFA is enabled for the ""root"" account",accepted,scored,"The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to an AWS website, they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device.
	NOTE: When virtual MFA is used for root accounts, it is recommended that the device used is NOT a personal device, but rather a dedicated mobile device (tablet or phone) that is managed to be kept charged and secured independent of any individual personal devices. (""non-personal virtual MFA"") This lessens the risks of losing access to the MFA due to device loss, device trade-in or if the individual owning the device is no longer employed at the company.",Enabling MFA provides increased security for console access as it requires the authenticating principal to possess a device that emits a time-sensitive key and have knowledge of a credential.,"<div>Perform the following to establish MFA for the root account:</div>
* 
	Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].<div class=""aws-note"">
	Note: to manage MFA devices for the root AWS account, you must use your root account credentials to sign in to AWS. You cannot manage MFA devices for the root account using other credentials.</div></li>
* 
	Choose Dashboard, and under Security Status, expand Activate MFA on your root account.</li>
* 
	Choose Activate MFA</li>
* 
	In the wizard, choose A virtual MFA device and then choose Next Step.</li>
* 
	IAM generates and displays configuration information for the virtual MFA device, including a QR code graphic. The graphic is a representation of the 'secret configuration key' that is available for manual entry on devices that do not support QR codes.</li>
* 
	Open your virtual MFA application. (For a list of apps that you can use for hosting virtual MFA devices, see Virtual MFA Applications [http://aws.amazon.com/iam/details/mfa/#Virtual_MFA_Applications].) If the virtual MFA application supports multiple accounts (multiple virtual MFA devices), choose the option to create a new account (a new virtual MFA device).</li>
* 
	Determine whether the MFA app supports QR codes, and then do one of the following:
* 
	Use the app to scan the QR code. For example, you might choose the camera icon or choose an option similar to Scan code, and then use the device's camera to scan the code.</li>
* 
	In the Manage MFA Device wizard, choose Show secret key for manual configuration, and then type the secret configuration key into your MFA application.</li>
</li>
	When you are finished, the virtual MFA device starts generating one-time passwords.
* 
	In the Manage MFA Device wizard, in the Authentication Code 1 box, type the one-time password that currently appears in the virtual MFA device. Wait up to 30 seconds for the device to generate a new one-time password. Then type the second one-time password into the Authentication Code 2 box. Choose Active Virtual MFA.</li>","<div>Perform the following to determine if the root account has MFA setup:</div><div>
* Run the following command:
	aws iam get-account-summary | grep ""AccountMFAEnabled""</li>* Ensure the AccountMFAEnabled property is set to 1
</div>",,CCE-78911-5,1
1,1.14,"Ensure hardware MFA is enabled for the ""root"" account",accepted,scored,"The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to an AWS website, they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. For Level 2, it is recommended that the root account be protected with a hardware MFA.","A hardware MFA has a smaller attack surface than a virtual MFA. For example, a hardware MFA does not suffer the attack surface introduced by the mobile smartphone on which a virtual MFA resides. 
	NOTE: Using hardware MFA for many, many AWS accounts may create a logistical device management issue. If this is the case, consider implementing this Level 2 recommendation selectively to the highest security AWS accounts and the Level 1 recommendation applied to the remaining accounts.
	Link to order AWS compatible hardware MFA device: http://onlinenoram.gemalto.com/ [http://onlinenoram.gemalto.com/]","<div>Perform the following to establish a hardware MFA for the root account:</div>
* 
	Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].<div class=""aws-note"">
	Note: to manage MFA devices for the root AWS account, you must use your root account credentials to sign in to AWS. You cannot manage MFA devices for the root account using other credentials.</div></li>
* 
	Choose Dashboard, and under Security Status, expand Activate MFA on your root account.</li>
* 
	Choose Activate MFA</li>
* 
	In the wizard, choose A hardware MFA device and then choose Next Step.</li>
* 
	In the Serial Number box, enter the serial number that is found on the back of the MFA device.</li>
* 
	In the Authentication Code 1 box, enter the six-digit number displayed by the MFA device. You might need to press the button on the front of the device to display the number.</li>
* 
	Wait 30 seconds while the device refreshes the code, and then enter the next six-digit number into the Authentication Code 2 box. You might need to press the button on the front of the device again to display the second number.</li>
* 
	Choose Next Step. The MFA device is now associated with the AWS account. The next time you use your AWS account credentials to sign in, you must type a code from the hardware MFA device.</li>","<div>Perform the following to determine if the root account has a hardware MFA setup:</div><div>
* Run the following command to list all virtual MFA devices:
	aws iam list-virtual-mfa-devices </li>* If the output contains one MFA with the following Serial Number, it means the MFA is virtual, not hardware and the account is not compliant with this recommendation:
	 ""SerialNumber"": ""arn:aws:iam::_<aws_account_number>_:mfa/root-account-mfa-device""</div>",,CCE-78911-5,2
1,1.15,Ensure security questions are registered in the AWS account,accepted,unscored,The AWS support portal allows account owners to establish security questions that can be used to authenticate individuals calling AWS customer service for support. It is recommended that security questions be established.,"When creating a new AWS account, a default super user is automatically created. This account is referred to as the ""root"" account. It is recommended that the use of this account be limited and highly controlled. During events in which the Root password is no longer accessible or the MFA token associated with root is lost/destroyed it is possible, through authentication using secret questions and associated answers, to recover root login access.","Perform the following in the AWS Management Console:
* Login to the AWS Account as root
* Click on the _<Root_Account_Name>_ from the top right of the console
* From the drop-down menu Click _My Account_
* Scroll down to the Configure Security Questions section
* Click on Edit
* Click on each Question
* From the drop-down select an appropriate question
* Click on the Answer section
* Enter an appropriate answer
* Follow process for all 3 questions
</li>
</li>* Click Update when complete
* Place Questions and Answers and place in a secure physical location","Perform the following in the AWS Management Console:
* Login to the AWS account as root
* On the top right you will see the _<Root_Account_Name>_
* Click on the _<Root_Account_Name>_
* From the drop-down menu Click My Account
* In the Configure Security Challenge Questions section on the Personal Information page, configure three security challenge questions.
* Click Save questions.",,,1
1,1.16,Ensure IAM policies are attached only to groups or roles,accepted,scored,"By default, IAM users, groups, and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended that IAM policies be applied directly to groups and roles but not users.",Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,"Perform the following to create an IAM group and assign a policy to it:
* 
	Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].</li>
* 
	In the navigation pane, click Groups and then click Create New Group.</li>
* 
	In the Group Name box, type the name of the group and then click Next Step.</li>
* 
	In the list of policies, select the check box for each policy that you want to apply to all members of the group. Then click Next Step.</li>
* 
	Click Create Group</li>
<div>Perform the following to add a user to a given group:</div><div>
* 
	Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].</li>
* 
	In the navigation pane, click Groups</li>
* 
	Select the group to add a user to</li>
* 
	Click Add Users To Group</li>
* 
	Select the users to be added to the group</li>* Click Add Users
</div><div>Perform the following to remove a direct association between a user and policy:</div><div>
* Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].
* In the left navigation pane, click on Users
* For each user:
* Select the user
* Click on the Permissions tab
* Expand Managed Policies
* Click Detach Policy for each policy
* Expand Inline Policies
* Click Remove Policy for each policy
</li>
	 </div>","Perform the following to determine if policies are attached directly to users:
* Run the following to get a list of IAM users:
	aws iam list-users --query 'Users[*].UserName' --output text</li>
* For each user returned, run the following command to determine if any policies are attached to them:
	aws iam list-attached-user-policies --user-name <_iam_user_>
aws iam list-user-policies --user-name _<iam_user>_ </li>* If any policies are returned, the user has a direct policy attachment.",,CCE-78912-3,1
1,1.17,Enable detailed billing,accepted,scored,"Enable Detailed Billing to cause the generation of a log record for every event or hourly ongoing activity which incurs cost in an AWS account. These records are aggregated into CSV files of hourly records, and written to an S3 bucket. A CSV (Comma Separated Values) file of billing records is written at least every 24 hours; writing of files is often more frequent.","Detailed Billing records can be used as an overview of AWS activity across the whole of an account, in addition to per-Region CloudTrail, Config and other service-specific JSON-based logs. Billing records can be graphed over time using the Cost Explorer tool, and budgeting alerts can be configured on billing records and pushed to SNS in the event of spend over time, or predicted spend at current rate, going above a customer-set threshold - this can be used as a simple means of detecting anomalous utilisation of AWS resources and thereby triggering investigation activities. Billing records can also be broken out by tag, which can serve as a starting point in identifying which part of the environment, or organisation, the anomalous activity is occurring in.","There is currently no AWS CLI support for this operation, so it is necessary to use the Management Console.
	As a user with IAM permission to read and write billing information (aws-portal:*Billing):
* Sign in to the AWS Management Console and open the Billing and Cost Management console at https://console.aws.amazon.com/billing/home#/ [https://console.aws.amazon.com/billing/home#/].
* On the navigation pane, choose Preferences.
* Select the Receive Billing Reports check box.
* Designate the Amazon S3 bucket _<S3_billing_bucket>_ where you want AWS to publish your detailed billing reports. 
* Ensure that policy allows read access only to appropriate groups of users (finance, auditors, etc). For appropriate groups in IAM who you want to have read access, include the following policy element:
	 ""Statement"":[
	 {
	 ""Effect"":""Allow"",
	 ""Action"":[
	 ""s3:GetObject"",
	 ""s3:GetObjectVersion"",
	 ""s3:GetBucketLocation""
	 ],
	 ""Resource"":""arn:aws:s3:::_<S3_billing_bucket>_/*""
	 }
	 ]
* After your S3 bucket has been verified, under Report, select the check boxes for the reports that you want to receive.
* Choose Save preferences
* Detailed billing reports can take up to 24 hours to start being generated. Wait >24 hours, and examine your designated S3 bucket to verify that files with names of the form (eg) <AWS account number>-<aws-billing-detailed-line-items-with-resources-and-tags-yyyy-mm>.csv.zip are being generated.","There is currently no AWS CLI support for this operation, so it is necessary to use the Management Console.
As a user with IAM permission to read billing information (aws-portal:ViewBilling):
* Sign in to the AWS Management Console and open the Billing and Cost Management console at https://console.aws.amazon.com/billing/home#/.
* On the navigation pane, choose Preferences.
* Verify whether the ""Receive Billing Reports"" check box is ticked. If it is not, billing reports are not being generated.",,,1
1,1.18,Ensure IAM Master and IAM Manager roles are active,accepted,scored,"Ensure IAM Master and IAM Manager roles are in place for IAM administration and assignment of administrative permissions for other services to other roles.
	An IAM role is conceptually ""a container of permissions resembling a user account which cannot be directly logged into, but which must instead be assumed from an existing user account which has appropriate permissions to do so"", in the manner of roles in Unix Role-Based Access Control (RBAC). In AWS, roles can also be assigned to EC2 instances and Lambda functions.
Control over IAM, which is also defined and mediated by a number of fine-grained permissions, should be divided between a number of roles, such that no individual user in a production account has full control over IAM.","IAM is the principal point of control for service configuration access, and ""control over IAM"" means ""control over the configuration of all other assets in the AWS account"". Therefore it is recommended that control of this degree of security criticality should be divided among multiple individuals within an organisation, in a manner such that no individual retains enough control over IAM to ""rewrite themselves to root"".
Roles are recommended for security-sensitive capabilities, as the act of assuming a role generates a set of ephemeral credentials using the Security Token Service (STS) and these credentials - being a token, an AWS Access Key and an AWS Secret Access Key - are needed to make API calls in the context of the role. STS credentials expire after a configurable period (default 12 hours, minimum 15 minutes, maximum 36 hours), and this reduces the risk of engineers hard-wiring these keys into code, and therefore further reduces the risk of the keys being mishandled.
The current recommendation is to divide account and permission configuration permissions between 2 roles, which are:
IAM Master: creates users, groups and roles; assigns permissions to roles
IAM Manager: assigns users and roles to groups
In this model, IAM Master and IAM Manager must work together in a 2-person rule manner, in order for a user to gain access to a permission.","Using the Amazon unified CLI, from a user or role which has the iam:CreateRole, iam:CreatePolicy and iam:PutRolePolicy permissions:
	aws iam create-role --role-name _<iam_manager_role_name>_
	aws iam create-role --role-name _<iam_master_role_name>_
	aws iam put-role-policy --role-name _<iam_manager_role_name>_ --policy-name _<iam_manager_permissions_policy>_ --policy-document <a>file://IAM-Manager-policy.json</a>
	aws iam put-role-policy --role-name _<iam_master_role_name>_ --policy-name _<iam_master_permissions_policy>_ --policy-document <a>file://IAM-Master-policy.json</a>
	where IAM-Master-policy.json contains:
	{
	 ""Version"": ""2012-10-17"",
	 ""Statement"": [{
	 ""Action"": [
	 ""iam:CreateGroup"",
	""iam:CreatePolicy"",
	""iam:CreatePolicyVersion"",
	""iam:CreateRole"",
	""iam:CreateUser"",
	""iam:DeleteGroup"",
	""iam:DeletePolicy"",
	""iam:DeletePolicyVersion"",
	""iam:DeleteRole"",
	""iam:DeleteRolePolicy"",
	""iam:DeleteUser"",
	""iam:PutRolePolicy"",
	""iam:GetPolicy"",
	""iam:GetPolicyVersion"",
	""iam:GetRole"",
	""iam:GetRolePolicy"",
	""iam:GetUser"",
	""iam:GetUserPolicy"",
	""iam:ListEntitiesForPolicy"",
	""iam:ListGroupPolicies"",
	""iam:ListGroups"",
	""iam:ListGroupsForUser"",
	""iam:ListPolicies"",
	""iam:ListPoliciesGrantingServiceAccess"",
	""iam:ListPolicyVersions"",
	""iam:ListRolePolicies"",
	""iam:ListAttachedGroupPolicies"",
	""iam:ListAttachedRolePolicies"",
	""iam:ListAttachedUserPolicies"",
	""iam:ListRoles"",
	""iam:ListUsers""
	 ],
	 ""Effect"": ""Allow"",
	 ""Resource"": ""*"",
	 ""Condition"": {""Bool"": {""aws:MultiFactorAuthPresent"": ""true""}}
	 }],
	 ""Action"": [
	""iam:AddUserToGroup"",
	""iam:AttachGroupPolicy"",
	""iam:DeleteGroupPolicy"",
	""iam:DeleteUserPolicy"",
	""iam:DetachGroupPolicy"",
	""iam:DetachRolePolicy"",
	""iam:DetachUserPolicy"",
	""iam:PutGroupPolicy"",
	""iam:PutUserPolicy"",
	""iam:RemoveUserFromGroup"",
	""iam:UpdateGroup"",
	""iam:UpdateAssumeRolePolicy"",
	""iam:UpdateUser""
	 ],
	 ""Effect"": ""Deny"",
	 ""Resource"": ""*""
	 }]
	}
	and where IAM-Manager-policy.json contains:
	{
	 ""Version"": ""2012-10-17"",
	 ""Statement"": [{
	 ""Action"": [
	""iam:AddUserToGroup"",
	""iam:AttachGroupPolicy"",
	""iam:DeleteGroupPolicy"",
	""iam:DeleteUserPolicy"",
	""iam:DetachGroupPolicy"",
	""iam:DetachRolePolicy"",
	""iam:DetachUserPolicy"",
	""iam:PutGroupPolicy"",
	""iam:PutUserPolicy"",
	""iam:RemoveUserFromGroup"",
	""iam:UpdateGroup"",
	""iam:UpdateAssumeRolePolicy"",
	""iam:UpdateUser"",
	""iam:GetPolicy"",
	""iam:GetPolicyVersion"",
	""iam:GetRole"",
	""iam:GetRolePolicy"",
	""iam:GetUser"",
	""iam:GetUserPolicy"",
	""iam:ListEntitiesForPolicy"",
	""iam:ListGroupPolicies"",
	""iam:ListGroups"",
	""iam:ListGroupsForUser"",
	""iam:ListPolicies"",
	""iam:ListPoliciesGrantingServiceAccess"",
	""iam:ListPolicyVersions"",
	""iam:ListRolePolicies"",
	""iam:ListAttachedGroupPolicies"",
	""iam:ListAttachedRolePolicies"",
	""iam:ListAttachedUserPolicies"",
	""iam:ListRoles"",
	""iam:ListUsers""
	 ],
	 ""Effect"": ""Allow"",
	 ""Resource"": ""*"",
	 ""Condition"": {""Bool"": {""aws:MultiFactorAuthPresent"": ""true""}}
	 }],
	 ""Action"": [
	 ""iam:CreateGroup"",
	""iam:CreatePolicy"",
	""iam:CreatePolicyVersion"",
	""iam:CreateRole"",
	""iam:CreateUser"",
	""iam:DeleteGroup"",
	""iam:DeletePolicy"",
	""iam:DeletePolicyVersion"",
	""iam:DeleteRole"",
	""iam:DeleteRolePolicy"",
	""iam:DeleteUser"",
	""iam:PutRolePolicy""
	 ],
	 ""Effect"": ""Deny"",
	 ""Resource"": ""*""
	 }]
	}
	Note that each of IAM-Manager-policy.json and IAM-Master-policy.json can contain other iam:* permissions in either Allow or Deny Action lists, depending on what other requirements are in place in the account.
	Each of these roles needs to be assumable by a different user or group.
	For appropriate users or groups (groups are recommended):
	aws iam put-user-policy --user-name _<iam_user>_ --policy-name _<assume_iam_master_role_policy>_ --policy-document <a>file://Assume-IAM-Master.json</a>
	aws iam put-user-policy --user-name _<iam_user>_ --policy-name _<assume_iam_manager_role_policy>_ --policy-document <a>file://Assume-IAM-Manager.json</a>
	or
	aws iam put-group-policy --group-name _<iam_group>_  --policy-name _<assume_iam_master_role_policy>_ --policy-document <a>file://Assume-IAM-Master.json</a>
	aws iam put-group-policy --group-name _<iam_group>_ --policy-name _<assume_iam_manager_role_policy> _--policy-document <a>file://Assume-IAM-Manager.json</a>
	where Assume-IAM-Master.json is:
	{
	 ""Version"": ""2012-10-17"",
	 ""Statement"": {
	 ""Effect"": ""Allow"",
	 ""Action"": ""sts:AssumeRole"",
	 ""Resource"": ""arn:aws:iam::_<aws_account_number>_:role/<iam_master_role_name>""
	 }
	}
	and Assume-IAM-Manager.json is:
	{
	 ""Version"": ""2012-10-17"",
	 ""Statement"": {
	 ""Effect"": ""Allow"",
	 ""Action"": ""sts:AssumeRole"",
	 ""Resource"": ""arn:aws:iam::<aws_account_number>:role/<iam_manager_role_name>""
	 }
	}","Using the Amazon unified CLI, from a user or role which has the iam:ListRoles and iam:GetRolePolicy permissions:
List the configured roles:
	aws iam list-roles --query ""Roles[*].{RoleName:RoleName, Arn:Arn}""
	The output should contain entries with ""RoleName"": ""_<iam_manager_role_name>_"" and ""Rolename"": ""_<iam_master_role_name>_""
Examine the permissions associated with each of these roles:
	aws iam get-role-policy --role-name _<iam_manager_role_name>_
	aws iam get-role-policy --role-name _<iam_master_role_name>_
The _<iam_master_role_name>_ role should include the following Actions with an Allow effect:
iam: AttachRolePolicy
iam:CreateGroup
iam:CreatePolicy
iam:CreatePolicyVersion
iam:CreateRole
iam:CreateUser
iam:DeleteGroup
iam:DeletePolicy
iam:DeletePolicyVersion
iam:DeleteRole
iam:DeleteRolePolicy
iam:DeleteUser
iam:PutRolePolicy
iam:GetPolicy
iam:GetPolicyVersion
iam:GetRole
iam:GetRolePolicy
iam:GetUser
iam:GetUserPolicy
iam:ListEntitiesForPolicy
iam:ListGroupPolicies
iam:ListGroups
iam:ListGroupsForUser
iam:ListPolicies
iam:ListPoliciesGrantingServiceAccess
iam:ListPolicyVersions
iam:ListRolePolicies
iam:ListAttachedGroupPolicies
iam:ListAttachedRolePolicies
iam:ListAttachedUserPolicies
iam:ListRoles
iam:ListUsers
and the following Actions with a Deny effect:
iam:AddUserToGroup
iam:AttachGroupPolicy
iam:DeleteGroupPolicy
iam:DeleteUserPolicy
iam:DetachGroupPolicy
iam:DetachRolePolicy
iam:DetachUserPolicy
iam:PutGroupPolicy
iam:PutUserPolicy
iam:RemoveUserFromGroup
iam:UpdateGroup
iam:UpdateAssumeRolePolicy
iam:UpdateUser
The _<iam_manager_role_name>_ role should include the following Actions with an Allow effect:
iam:AddUserToGroup
iam:AttachGroupPolicy
iam:DeleteGroupPolicy
iam:DeleteUserPolicy
iam:DetachGroupPolicy
iam:DetachRolePolicy
iam:DetachUserPolicy
iam:PutGroupPolicy
iam:PutUserPolicy
iam:RemoveUserFromGroup
iam:UpdateGroup
iam:UpdateAssumeRolePolicy
iam:UpdateUser
iam:GetPolicy
iam:GetPolicyVersion
iam:GetRole
iam:GetRolePolicy
iam:GetUser
iam:GetUserPolicy
iam:ListEntitiesForPolicy
iam:ListGroupPolicies
iam:ListGroups
iam:ListGroupsForUser
iam:ListPolicies
iam:ListPoliciesGrantingServiceAccess
iam:ListPolicyVersions
iam:ListRolePolicies
iam:ListAttachedGroupPolicies
iam:ListAttachedRolePolicies
iam:ListAttachedUserPolicies
iam:ListRoles
iam:ListUsers
and the following Actions with a Deny effect:
iam: AttachRolePolicy
iam:CreateGroup
iam:CreatePolicy
iam:CreatePolicyVersion
iam:CreateRole
iam:CreateUser
iam:DeleteGroup
iam:DeletePolicy
iam:DeletePolicyVersion
iam:DeleteRole
iam:DeleteRolePolicy
iam:DeleteUser
iam:PutRolePolicy
Other iam:* Actions may be included in these policies as needed.
Both policies should also be limited by a Condition that MFA authentication is in effect, by containing:
""Condition"": {""Bool"": {""aws:MultiFactorAuthPresent"": ""true""}}
in the Allow effect section (provided IAM Federation has not been configured).
Each role needs to be assumable by at least one user or group:
	aws iam get-role --role-name _<iam_manager_role_name>_
	aws iam get-role --role-name _<iam_master_role_name>_
	should display the AssumeRolePolicyDocument indicating which users and groups are able to assume the roles. No user or group should be able to assume both roles.",,,1
1,1.19,Maintain current contact details,accepted,scored,"Ensure contact email and telephone details for AWS accounts are current and map to more than one individual in your organisation.
	An AWS account supports a number of contact details, and AWS will use these to contact the account owner if activity judged to be in breach of Acceptable Use Policy or indicative of likely security compromise is observed by the AWS Abuse team. Contact details should not be for a single individual, as circumstances may arise where that individual is unavailable. Email contact details should point to a mail alias which forwards email to multiple individuals within the organisation; where feasible, phone contact details should point to a PABX hunt group or other call-forwarding system.","If an AWS account is observed to be behaving in a prohibited or suspicious manner, AWS will attempt to contact the account owner by email and phone using the contact details listed. If this is unsuccessful and the account behaviour needs urgent mitigation, proactive measures may be taken, including throttling of traffic between the account exhibiting suspicious behaviour and the AWS API endpoints and the Internet. This will result in impaired service to and from the account in question, so it is in both the customers' and AWS' best interests that prompt contact can be established. This is best achieved by setting AWS account contact details to point to resources which have multiple individuals as recipients, such as email aliases and PABX hunt groups.","<div>This activity can only be performed via the AWS Console, with a user who has permission to read and write Billing information (aws-portal:*Billing ).</div>
* Sign in to the AWS Management Console and open the Billing and Cost Management console at https://console.aws.amazon.com/billing/home#/.
* On the navigation bar, choose your account name, and then choose My Account.
* On the Account Settings page, next to Account Settings, choose Edit.
* Next to the field that you need to update, choose Edit.
* After you have entered your changes, choose Save changes.
* After you have made your changes, choose Done.
* To edit your contact information, under Contact Information, choose Edit.
* For the fields that you want to change, type your updated information, and then choose Update.","This activity can only be performed via the AWS Console, with a user who has permission to read and write Billing information (aws-portal:*Billing ).
* Sign in to the AWS Management Console and open the Billing and Cost Management console at https://console.aws.amazon.com/billing/home#/.
* On the navigation bar, choose your account name, and then choose My Account.
* On the Account Settings page, review and verify the current details.
* Under Contact Information, review and verify the current details.",,,1
1,1.20,Ensure security contact information is registered,accepted,scored,AWS provides customers with the option of specifying the contact information for account's security team. It is recommended that this information be provided.,Specifying security-specific contact information will help ensure that security advisories sent by AWS reach the team in your organization that is best equipped to respond to them.,"Perform the following in the AWS Management Console to establish security contact information:
* Click on your account name at the top right corner of the console.
* From the drop-down menu Click My Account
* Scroll down to the Alternate Contacts section
* Enter contact information in the Security section
	Note: Consider specifying an internal email distribution list to ensure emails are regularly monitored by more than one individual.","Perform the following in the AWS Management Console to determine if security contact information is present:
* Click on your account name at the top right corner of the console
* From the drop-down menu Click My Account
* Scroll down to the Alternate Contacts section
* Ensure contact information is specified in the Security section",,CCE-79200-2,1
1,1.21,Ensure IAM instance roles are used for AWS resource access from instances,accepted,unscored,"AWS access from within AWS instances can be done by either encoding AWS keys into AWS API calls or by assigning the instance to a role which has an appropriate permissions policy for the required access. ""AWS Access"" means accessing the APIs of AWS in order to access AWS resources or manage AWS account resources.","AWS IAM roles reduce the risks associated with sharing and rotating credentials that can be used outside of AWS itself. If credentials are compromised, they can be used from outside of the the AWS account they give access to. In contrast, in order to leverage role permissions an attacker would need to gain and maintain access to a specific instance to use the privileges associated with it. 
	Additionally, if credentials are encoded into compiled applications or other hard to change mechanisms, then they are even more unlikely to be properly rotated due to service disruption risks. As time goes on, credentials that cannot be rotated are more likely to be known by an increasing number of individuals who no longer work for the organization owning the credentials.","IAM roles can only be associated at the launch of an instance. To remediate an instance to add it to a role you must create a new instance.
	If the instance has no external dependencies on it's current private ip or public addresses are elastic IPs:
* In AWS IAM create a new role. Assign a permissions policy if needed permissions are already known.
* In the AWS console launch a new instance with identical settings to the existing instance, and ensure that the newly created role is selected.
* Shutdown both the existing instance and the new instance.
* Detach disks from both instances.
* Attach the existing instance disks to the new instance.
* Boot the new instance and you should have the same machine, but with the associated role.
	Note: if your environment has dependencies on a dynamically assigned PRIVATE IP address you can create an AMI from the existing instance, destroy the old one and then when launching from the AMI, manually assign the previous private IP address.
	Note: if your environment has dependencies on a dynamically assigned PUBLIC IP address there is not a way ensure the address is retained and assign an instance role. Dependencies on dynamically assigned public IP addresses are a bad practice and, if possible, you may wish to rebuild the instance with a new elastic IP address and make the investment to remediate affected systems while assigning the system to a role.","Whether an Instance Is Associated With a Role
	For instances that are known to perform AWS actions, ensure that they belong to an instance role that has the necessary permissions:
* Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
* Open the EC2 Dashboard and choose ""Instances""
* Click the EC2 instance that performs AWS actions, in the lower pane details find ""IAM Role""
* If the Role is blank, the instance is not assigned to one.
* If the Role is filled in, it does not mean the instance might not *also* have credentials encoded on it for some activities.
	Whether an Instance Contains Embedded Credentials
	On the instance that is known to perform AWS actions, audit all scripts and environment variables to ensure that none of them contain AWS credentials.
	Whether an Instance Application Contains Embedded Credentials
	Applications that run on an instance may also have credentials embedded. This is a bad practice, but even worse if the source code is stored in a public code repository such as github. When an application contains credentials can be determined by eliminating all other sources of credentials and if the application can still access AWS resources - it likely contains embedded credentials. Another method is to examine all source code and configuration files of the application.",,,2
